X,Y,OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
-8827629.793,5422412.53,358136,GO-20232160365,2023/09/15 04:00:00+00,2023/09/15 04:00:00+00,2023,September,15,258,Friday    ,17,2023,September,15,258,Friday    ,17,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.29994766,43.72129352
-8827629.793,5422412.53,358137,GO-20232160365,2023/09/15 04:00:00+00,2023/09/15 04:00:00+00,2023,September,15,258,Friday    ,17,2023,September,15,258,Friday    ,17,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.29994766,43.72129352
-8844305.559,5418276.23,358138,GO-20232157986,2023/09/15 04:00:00+00,2023/09/15 04:00:00+00,2023,September,15,258,Friday    ,13,2023,September,15,258,Friday    ,12,D13,"Apartment (Rooming House, Condo)",Apartment,1480,100,Assault - Resist/ Prevent Seiz,Assault,107,Oakwood Village,107,Oakwood Village (107),-79.44974861,43.69443374
-8827629.793,5422412.53,358139,GO-20232160365,2023/09/15 04:00:00+00,2023/09/15 04:00:00+00,2023,September,15,258,Friday    ,17,2023,September,15,258,Friday    ,17,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.29994766,43.72129352
-8834919.874,5420457.676,358140,GO-20232156415,2023/09/15 04:00:00+00,2023/09/15 04:00:00+00,2023,September,15,258,Friday    ,8,2023,September,15,258,Friday    ,8,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,56,Leaside-Bennington,56,Leaside-Bennington (56),-79.36543557,43.70860084
-8838707.506,5412744.85,358141,GO-20232156436,2023/09/15 04:00:00+00,2023/09/15 04:00:00+00,2023,September,15,258,Friday    ,8,2023,September,15,258,Friday    ,8,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,Assault,79,University,79,University (79),-79.39946044,43.65849597
-8824845.01,5426756.954,358142,GO-20232155131,2023/09/15 04:00:00+00,2023/09/14 04:00:00+00,2023,September,15,258,Friday    ,3,2023,September,14,257,Thursday  ,23,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,126,Dorset Park,126,Dorset Park (126),-79.27493153,43.74949183
-8840882.149,5413319.927,358143,GO-20232162481,2023/09/15 04:00:00+00,2023/09/15 04:00:00+00,2023,September,15,258,Friday    ,21,2023,September,15,258,Friday    ,21,D14,"Open Areas (Lakes, Parks, Rivers)",Outside,1420,100,Assault With Weapon,Assault,80,Palmerston-Little Italy,80,Palmerston-Little Italy (80),-79.41899559,43.66223328
-8841223.893,5431199.764,358144,GO-20232157292,2023/09/15 04:00:00+00,2023/09/14 04:00:00+00,2023,September,15,258,Friday    ,10,2023,September,14,257,Thursday  ,21,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,37,Willowdale West,37,Willowdale West (37),-79.42206553,43.77831499
-8840802.146,5423583.369,358145,GO-20232156508,2023/09/15 04:00:00+00,2023/09/15 04:00:00+00,2023,September,15,258,Friday    ,9,2023,September,15,258,Friday    ,8,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),-79.41827691,43.72889438
-8844472.365,5413859.574,358146,GO-20232158781,2023/09/15 04:00:00+00,2019/10/01 04:00:00+00,2023,September,15,258,Friday    ,13,2019,October,1,274,Tuesday   ,0,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,Assault,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.45124706,43.66574014
-8826799.997,5435956.56,358147,GO-20232154177,2023/09/15 04:00:00+00,2023/09/14 04:00:00+00,2023,September,15,258,Friday    ,1,2023,September,14,257,Thursday  ,19,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,130,Milliken,130,Milliken (130),-79.29249347,43.80915978
-8842871.171,5432550.075,358148,GO-20232155773,2023/09/15 04:00:00+00,2023/09/14 04:00:00+00,2023,September,15,258,Friday    ,7,2023,September,14,257,Thursday  ,22,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,36,Newtonbrook West,36,Newtonbrook West (36),-79.43686329,43.78707251
-8842885.127,5427711.46,358149,GO-20232154353,2023/09/15 04:00:00+00,2023/09/14 04:00:00+00,2023,September,15,258,Friday    ,4,2023,September,14,257,Thursday  ,17,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,34,Bathurst Manor,34,Bathurst Manor (34),-79.43698866,43.75568545
-8836302.008,5412700.065,358150,GO-20232162239,2023/09/15 04:00:00+00,2023/09/15 04:00:00+00,2023,September,15,258,Friday    ,21,2023,September,15,258,Friday    ,21,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1480,100,Assault - Resist/ Prevent Seiz,Assault,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37785149,43.6582049
-8836302.008,5412700.065,358151,GO-20232162239,2023/09/15 04:00:00+00,2023/09/15 04:00:00+00,2023,September,15,258,Friday    ,21,2023,September,15,258,Friday    ,21,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1480,100,Assault - Resist/ Prevent Seiz,Assault,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37785149,43.6582049
-8852406.531,5430108.447,358152,GO-20232163077,2023/09/15 04:00:00+00,2023/09/15 04:00:00+00,2023,September,15,258,Friday    ,23,2023,September,15,258,Friday    ,23,D31,"Apartment (Rooming House, Condo)",Apartment,2120,210,Unlawfully In Dwelling-House,Break and Enter,24,Black Creek,24,Black Creek (24),-79.52252088,43.77123626
-8846059.909,5423896.322,358153,GO-20232156519,2023/09/15 04:00:00+00,2023/09/14 04:00:00+00,2023,September,15,258,Friday    ,9,2023,September,14,257,Thursday  ,17,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,155,Downsview,26,Downsview-Roding-CFB (26),-79.46550821,43.73092585
-8824889.101,5422785.253,358154,GO-20232158471,2023/09/15 04:00:00+00,2023/09/10 04:00:00+00,2023,September,15,258,Friday    ,13,2023,September,10,253,Sunday    ,9,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,220,B&E W'Intent,Break and Enter,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.2753276,43.72371327
-8842265.826,5423232.502,358155,GO-20232156036,2023/09/15 04:00:00+00,2023/09/14 04:00:00+00,2023,September,15,258,Friday    ,7,2023,September,14,257,Thursday  ,17,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,32,Englemount-Lawrence,32,Englemount-Lawrence (32),-79.43142537,43.72661672
-8822658.398,5432789.323,358156,GO-20232156283,2023/09/15 04:00:00+00,2023/09/14 04:00:00+00,2023,September,15,258,Friday    ,8,2023,September,14,257,Thursday  ,17,D42,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2120,200,B&E,Break and Enter,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.25528885,43.78862404
-8850889.808,5403983.941,358157,GO-20232169450,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,19,2023,September,16,259,Saturday  ,19,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,18,New Toronto,18,New Toronto (18),-79.50889593,43.60153166
-8824969.181,5432372.681,358158,GO-20232167284,2023/09/16 04:00:00+00,2023/08/21 04:00:00+00,2023,September,16,259,Saturday  ,14,2023,August,21,233,Monday    ,3,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.27604698,43.78592209
-8840614.144,5413834.761,358159,GO-20232170912,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,22,2023,September,16,259,Saturday  ,22,D14,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,95,Annex,95,Annex (95),-79.41658806,43.6655789
-8819181.241,5427709.546,358160,GO-20232165089,2023/09/16 04:00:00+00,2023/09/14 04:00:00+00,2023,September,16,259,Saturday  ,9,2023,September,14,257,Thursday  ,12,D43,Schools During Supervised Activity,Educational,1420,100,Assault With Weapon,Assault,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.22405303,43.75567303
-8849303.478,5431106.774,358161,GO-20232166562,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,15,2023,September,16,259,Saturday  ,4,D31,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,27,York University Heights,27,York University Heights (27),-79.49464569,43.77771185
-8838504.977,5411725.492,358162,GO-20232148019,2023/09/16 04:00:00+00,2023/09/14 04:00:00+00,2023,September,16,259,Saturday  ,14,2023,September,14,257,Thursday  ,6,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3976411,43.65187077
-8836356.768,5413942.518,358163,GO-20232168460,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,16,2023,September,16,259,Saturday  ,16,D51,Convenience Stores,Commercial,1610,210,Robbery - Business,Robbery,74,North St.James Town,74,North St.James Town (74),-79.37834341,43.66627912
-8823459.738,5432822.377,358164,GO-20232168585,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,20,2023,September,16,259,Saturday  ,16,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.26248742,43.78883839
-8839576.856,5421433.662,358165,GO-20232165038,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,7,2023,September,16,259,Saturday  ,3,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,103,Lawrence Park South,103,Lawrence Park South (103),-79.40726995,43.71493816
-8844218.809,5421826.664,358166,GO-20232166295,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,14,2023,September,16,259,Saturday  ,11,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.44896932,43.71748983
-8844972.613,5430339.274,358167,GO-20232167910,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,15,2023,September,16,259,Saturday  ,6,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,35,Westminster-Branson,35,Westminster-Branson (35),-79.45574086,43.77273356
-8836815.852,5410712.473,358168,GO-20232167587,2023/09/16 04:00:00+00,2023/09/13 04:00:00+00,2023,September,16,259,Saturday  ,14,2023,September,13,256,Wednesday ,17,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38246743,43.64528606
-8824532.651,5423513.595,358169,GO-20232167309,2023/09/16 04:00:00+00,2023/09/09 04:00:00+00,2023,September,16,259,Saturday  ,14,2023,September,9,252,Saturday  ,0,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1460,100,Assault Peace Officer,Assault,125,Ionview,125,Ionview (125),-79.27212556,43.72844145
-8827890.739,5433068.532,358170,GO-20232163376,2023/09/16 04:00:00+00,2023/09/15 04:00:00+00,2023,September,16,259,Saturday  ,0,2023,September,15,258,Friday    ,22,D42,Convenience Stores,Commercial,2120,200,B&E,Break and Enter,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.30229178,43.79043466
-8826462.257,5432347.002,358171,GO-20232168926,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,17,2023,September,16,259,Saturday  ,17,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1420,100,Assault With Weapon,Assault,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.2894595,43.78575555
-8838403.079,5409386.381,358172,GO-20232164758,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,6,2023,September,16,259,Saturday  ,6,D14,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.39672573,43.63666524
-8821551.366,5422510.726,358173,GO-20232168914,2023/09/16 04:00:00+00,2023/09/13 04:00:00+00,2023,September,16,259,Saturday  ,17,2023,September,13,256,Wednesday ,0,D41,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,123,Cliffcrest,123,Cliffcrest (123),-79.24534422,43.72193103
-8849696.078,5428347.832,358174,GO-20232169793,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,19,2023,September,16,259,Saturday  ,16,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,27,York University Heights,27,York University Heights (27),-79.49817247,43.7598144
-8836537.878,5412061.795,358175,GO-20232171176,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,23,2023,September,16,259,Saturday  ,23,D52,Bar / Restaurant,Commercial,1430,100,Assault,Assault,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.37997035,43.65405661
-8836084.318,5413042.936,358176,GO-20232167178,2023/09/16 04:00:00+00,2023/09/12 04:00:00+00,2023,September,16,259,Saturday  ,14,2023,September,12,255,Tuesday   ,16,D51,Bar / Restaurant,Commercial,1430,100,Assault,Assault,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37589595,43.6604332
-8859713.605,5426266.456,358177,GO-20232166035,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,10,2023,September,16,259,Saturday  ,10,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58816144,43.74630882
-8816338.788,5428870.62,358178,GO-20232168431,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,16,2023,September,16,259,Saturday  ,7,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,136,West Hill,136,West Hill (136),-79.19851883,43.76320617
-8849303.478,5431106.774,358179,GO-20232166562,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,15,2023,September,16,259,Saturday  ,4,D31,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,27,York University Heights,27,York University Heights (27),-79.49464569,43.77771185
-8835824.454,5413120.384,358180,GO-20232170936,2023/09/16 04:00:00+00,2023/09/15 04:00:00+00,2023,September,16,259,Saturday  ,22,2023,September,15,258,Friday    ,2,D51,"Open Areas (Lakes, Parks, Rivers)",Outside,1430,100,Assault,Assault,73,Moss Park,73,Moss Park (73),-79.37356155,43.66093652
-8845706.919,5412082.857,358181,GO-20232170696,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,21,2023,September,16,259,Saturday  ,21,D11,"Apartment (Rooming House, Condo)",Apartment,2120,220,B&E W'Intent,Break and Enter,88,High Park North,88,High Park North (88),-79.46233724,43.65419351
-8858781.714,5426416.08,358182,GO-20232167341,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,14,2023,September,16,259,Saturday  ,14,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1430,100,Assault,Assault,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.57979013,43.7472798
-8837003.603,5413576.06,358183,GO-20232163876,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,1,2023,September,16,259,Saturday  ,1,D51,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2120,200,B&E,Break and Enter,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38415403,43.66389777
-8844013.908,5415193.517,358184,GO-20232148410,2023/09/16 04:00:00+00,2023/09/13 04:00:00+00,2023,September,16,259,Saturday  ,11,2023,September,13,256,Wednesday ,2,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,92,Corso Italia-Davenport,92,Corso Italia-Davenport (92),-79.44712866,43.67440779
-8832397.299,5414150.423,358185,GO-20232163811,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,1,2023,September,16,259,Saturday  ,1,D55,"Apartment (Rooming House, Condo)",Apartment,2120,210,Unlawfully In Dwelling-House,Break and Enter,68,North Riverdale,68,North Riverdale (68),-79.34277489,43.66763012
-8827968.433,5414056.408,358186,GO-20232164215,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,2,2023,September,16,259,Saturday  ,2,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,63,The Beaches,63,The Beaches (63),-79.30298971,43.6670192
-8843645.767,5409772.469,358187,GO-20232163829,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,1,2023,September,16,259,Saturday  ,1,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,Assault,86,Roncesvalles,86,Roncesvalles (86),-79.4438216,43.6391753
-8843545.883,5429869.922,358188,GO-20232163723,2023/09/16 04:00:00+00,2023/09/15 04:00:00+00,2023,September,16,259,Saturday  ,0,2023,September,15,258,Friday    ,16,D32,Nursing Home,Other,1430,100,Assault,Assault,35,Westminster-Branson,35,Westminster-Branson (35),-79.44292433,43.76968897
-8848746.91,5427015.856,358189,GO-20232169562,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,19,2023,September,16,259,Saturday  ,19,D31,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,27,York University Heights,27,York University Heights (27),-79.48964594,43.75117186
-8847165.39,5409840.29,358190,GO-20232170902,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,22,2023,September,16,259,Saturday  ,22,D11,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,87,High Park-Swansea,87,High Park-Swansea (87),-79.47543891,43.63961621
-8822551.832,5418998.462,358191,GO-20232170506,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,21,2023,September,16,259,Saturday  ,21,D41,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),-79.25433156,43.69912455
-8856239.927,5406223.845,358192,GO-20232170710,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,22,2023,September,16,259,Saturday  ,22,D22,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,1480,100,Assault - Resist/ Prevent Seiz,Assault,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.55695686,43.61610088
-8832456.271,5415306.589,358193,GO-20232166148,2023/09/16 04:00:00+00,2023/09/15 04:00:00+00,2023,September,16,259,Saturday  ,11,2023,September,15,258,Friday    ,21,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,69,Blake-Jones,69,Blake-Jones (69),-79.34330464,43.67514245
-8849303.478,5431106.774,358194,GO-20232166562,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,15,2023,September,16,259,Saturday  ,4,D31,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,27,York University Heights,27,York University Heights (27),-79.49464569,43.77771185
-8858781.714,5426416.08,358195,GO-20232168419,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,16,2023,September,16,259,Saturday  ,16,D23,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.57979013,43.7472798
-8855725.414,5408581.099,358196,GO-20232163945,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,2,2023,September,16,259,Saturday  ,1,D22,Bar / Restaurant,Commercial,1460,100,Assault Peace Officer,Assault,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.55233491,43.63142957
-8832818.143,5421192.311,358197,GO-20232165913,2023/09/16 04:00:00+00,2023/09/15 04:00:00+00,2023,September,16,259,Saturday  ,14,2023,September,15,258,Friday    ,18,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.3465554,43.71337107
-8840550.782,5422046.114,358198,GO-20232165400,2023/09/16 04:00:00+00,2023/09/15 04:00:00+00,2023,September,16,259,Saturday  ,9,2023,September,15,258,Friday    ,23,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),-79.41601887,43.71891462
-8836664.627,5410215.199,358199,GO-20232167352,2023/09/16 04:00:00+00,2021/02/05 05:00:00+00,2023,September,16,259,Saturday  ,18,2021,February,5,36,Friday    ,21,D52,"Apartment (Rooming House, Condo)",Apartment,1480,110,Administering Noxious Thing,Assault,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.38110895,43.64205347
-8820926.413,5425541.6,358200,GO-20232168937,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,17,2023,September,16,259,Saturday  ,15,D43,"Open Areas (Lakes, Parks, Rivers)",Outside,1420,100,Assault With Weapon,Assault,138,Eglinton East,138,Eglinton East (138),-79.23973017,43.74160468
-8825711.801,5431131.514,358201,GO-20232164904,2023/09/16 04:00:00+00,2023/09/13 04:00:00+00,2023,September,16,259,Saturday  ,6,2023,September,13,256,Wednesday ,7,D42,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.28271804,43.77787232
-8856074.776,5415163.3,358202,GO-20232166882,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,13,2023,September,16,259,Saturday  ,13,D22,Convenience Stores,Commercial,1610,220,Robbery - Other,Robbery,10,Princess-Rosethorn,10,Princess-Rosethorn (10),-79.55547328,43.67421146
-8833069.357,5417505.349,358203,GO-20232166493,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,18,2023,September,16,259,Saturday  ,14,D55,Bar / Restaurant,Commercial,1430,100,Assault,Assault,59,Danforth East York,59,Danforth East York (59),-79.34881209,43.68942656
-8815180.435,5430960.165,358204,GO-20232167565,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,14,2023,September,16,259,Saturday  ,14,D43,"Open Areas (Lakes, Parks, Rivers)",Outside,1430,100,Assault,Assault,135,Morningside,135,Morningside (135),-79.18811317,43.77676093
-8848994.131,5419973.172,358205,GO-20232163892,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,3,2023,September,16,259,Saturday  ,1,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1430,100,Assault,Assault,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),-79.49186677,43.70545458
-8830630.675,5422825.215,358206,GO-20232164380,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,3,2023,September,16,259,Saturday  ,0,D33,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1450,120,Discharge Firearm With Intent,Assault,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.32690504,43.7239727
-8832329.575,5413923.119,358207,GO-20232163442,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,0,2023,September,16,259,Saturday  ,0,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,140,Robbery - Vehicle Jacking,Robbery,70,South Riverdale,70,South Riverdale (70),-79.34216652,43.66615307
-8855725.414,5408581.099,358208,GO-20232163945,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,2,2023,September,16,259,Saturday  ,1,D22,Bar / Restaurant,Commercial,1460,100,Assault Peace Officer,Assault,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.55233491,43.63142957
-8823131.836,5429177.238,358209,GO-20232168865,2023/09/16 04:00:00+00,2023/09/15 04:00:00+00,2023,September,16,259,Saturday  ,17,2023,September,15,258,Friday    ,15,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,156,Bendale-Glen Andrew,127,Bendale (127),-79.25954182,43.76519538
-8816821.198,5428980.461,358210,GO-20232164529,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,9,2023,September,16,259,Saturday  ,4,D43,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.2028524,43.76391879
-8821551.366,5422510.726,358211,GO-20232170513,2023/09/16 04:00:00+00,2023/09/14 04:00:00+00,2023,September,16,259,Saturday  ,21,2023,September,14,257,Thursday  ,0,D41,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,123,Cliffcrest,123,Cliffcrest (123),-79.24534422,43.72193103
-8855725.414,5408581.099,358212,GO-20232163945,2023/09/16 04:00:00+00,2023/09/16 04:00:00+00,2023,September,16,259,Saturday  ,2,2023,September,16,259,Saturday  ,1,D22,Bar / Restaurant,Commercial,1460,110,Disarming Peace/Public Officer,Assault,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.55233491,43.63142957
