X,Y,OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
-8835976.705,5413641.538,356015,GO-20232041150,2023/09/01 04:00:00+00,2022/11/25 05:00:00+00,2023,September,1,244,Friday    ,12,2022,November,25,329,Friday    ,19,D51,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.37492924,43.66432327
-8836444.48,5410819.359,356016,GO-20232040661,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,21,2023,September,1,244,Friday    ,8,D52,Go Train,Transit,1610,220,Robbery - Other,Robbery,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.37913134,43.64598086
-8848842.753,5425988.183,356017,GO-20232045403,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,21,2023,September,1,244,Friday    ,21,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,100,Robbery With Weapon,Robbery,27,York University Heights,27,York University Heights (27),-79.49050692,43.74450294
-8822377.94,5419741.083,356018,GO-20232046314,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,23,2023,September,1,244,Friday    ,23,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),-79.25276946,43.70394739
-8852598.836,5407055.557,356019,GO-20232044242,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,18,2023,September,1,244,Friday    ,18,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.52424838,43.62150976
-8833119.946,5426965.204,356020,GO-20232041239,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,12,2023,September,1,244,Friday    ,12,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.34926654,43.75084318
-8838988.207,5409267.22,356021,GO-20232046259,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,23,2023,September,1,244,Friday    ,23,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1420,100,Assault With Weapon,Assault,163,Fort York-Liberty Village,82,Niagara (82),-79.40198203,43.63589053
-8843563.124,5415133.471,356022,GO-20232046222,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,23,2023,September,1,244,Friday    ,23,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,92,Corso Italia-Davenport,92,Corso Italia-Davenport (92),-79.4430792,43.67401765
-8832624.637,5430331.294,356023,GO-20232046210,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,23,2023,September,1,244,Friday    ,23,D33,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,53,Henry Farm,53,Henry Farm (53),-79.34481711,43.7726818
-8859014.926,5413116.492,356024,GO-20232042990,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,15,2023,September,1,244,Friday    ,15,D22,Pharmacy,Other,1610,210,Robbery - Business,Robbery,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11),-79.58188511,43.66091123
-8847704.652,5427500.269,356025,GO-20232043714,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,17,2023,September,1,244,Friday    ,17,D32,Ttc Subway Station,Transit,1610,100,Robbery With Weapon,Robbery,155,Downsview,26,Downsview-Roding-CFB (26),-79.48028319,43.75431512
-8836471.181,5413263.954,356026,GO-20232043143,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,16,2023,September,1,244,Friday    ,16,D51,Convenience Stores,Commercial,1460,100,Assault Peace Officer,Assault,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.37937119,43.66186954
-8841424.08,5425197.074,356027,GO-20232045861,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,22,2023,September,1,244,Friday    ,22,D32,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),-79.42386384,43.73936866
-8842571.044,5423631.568,356028,GO-20232046115,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,23,2023,September,1,244,Friday    ,12,D32,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,1430,100,Assault,Assault,32,Englemount-Lawrence,32,Englemount-Lawrence (32),-79.4341672,43.72920726
-8835033.695,5411840.924,356029,GO-20232045783,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,22,2023,September,1,244,Friday    ,22,D51,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,73,Moss Park,73,Moss Park (73),-79.36645803,43.65262105
-8831619.852,5426922.634,356030,GO-20232038664,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,6,2023,August,31,243,Thursday  ,0,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,149,Parkwoods-O'Connor Hills,45,Parkwoods-Donalda (45),-79.33579097,43.75056694
-8838301.354,5431741.623,356031,GO-20232045697,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,21,2023,September,1,244,Friday    ,21,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,152,East Willowdale,51,Willowdale East (51),-79.39581192,43.7818294
-8856233.58,5405304.238,356032,GO-20232045098,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,20,2023,September,1,244,Friday    ,20,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1410,100,Aggravated Assault,Assault,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.55689984,43.61011982
-8836439.88,5411984.057,356033,GO-20232040221,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,12,2023,September,1,244,Friday    ,10,D51,Convenience Stores,Commercial,1430,100,Assault,Assault,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37909001,43.65355136
-8857119.912,5416645.508,356034,GO-20232040172,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,10,2023,September,1,244,Friday    ,10,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),-79.5648619,43.68384106
-8836439.88,5411984.057,356035,GO-20232040221,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,12,2023,September,1,244,Friday    ,10,D51,Convenience Stores,Commercial,1430,100,Assault,Assault,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37909001,43.65355136
-8837821.05,5420384.903,356036,GO-20232036686,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,2,2023,August,31,243,Thursday  ,22,D53,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,100,Robbery With Weapon,Robbery,173,North Toronto,104,Mount Pleasant West (104),-79.39149727,43.70812828
-8827899.003,5417994.941,356037,GO-20232042472,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,14,2023,September,1,244,Friday    ,14,D55,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,61,Taylor-Massey,61,Taylor-Massey (61),-79.30236601,43.69260671
-8836953.327,5413168.012,356038,GO-20232042393,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,14,2023,September,1,244,Friday    ,14,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1480,100,Assault - Resist/ Prevent Seiz,Assault,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38370239,43.66124604
-8836992.787,5412426.897,356039,GO-20232038766,2023/09/01 04:00:00+00,2023/08/30 04:00:00+00,2023,September,1,244,Friday    ,7,2023,August,30,242,Wednesday ,1,D52,Bar / Restaurant,Commercial,2120,200,B&E,Break and Enter,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38405686,43.65642955
-8858941.542,5411585.134,356040,GO-20232042674,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,15,2023,September,1,244,Friday    ,15,D22,Pharmacy,Other,1610,210,Robbery - Business,Robbery,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11),-79.58122588,43.65095847
-8854017.909,5402772.742,356041,GO-20232037358,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,0,2023,August,31,243,Thursday  ,20,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,19,Long Branch,19,Long Branch (19),-79.53699613,43.59365208
-8823841.278,5423353.591,356042,GO-20232038855,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,7,2023,September,1,244,Friday    ,7,D41,Bar / Restaurant,Commercial,2120,200,B&E,Break and Enter,124,Kennedy Park,124,Kennedy Park (124),-79.26591484,43.72740278
-8832872.276,5427729.972,356043,GO-20232038816,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,7,2023,September,1,244,Friday    ,7,D33,Ttc Bus,Transit,1430,100,Assault,Assault,40,St.Andrew-Windfields,40,St.Andrew-Windfields (40),-79.34704168,43.75580557
-8838169.903,5414503.75,356044,GO-20232071896,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,15,2023,September,1,244,Friday    ,7,D53,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2120,200,B&E,Break and Enter,95,Annex,95,Annex (95),-79.39463108,43.669926
-8832346.177,5416735.495,356045,GO-20232039839,2023/09/01 04:00:00+00,2023/07/08 04:00:00+00,2023,September,1,244,Friday    ,10,2023,July,8,189,Saturday  ,8,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,59,Danforth East York,59,Danforth East York (59),-79.34231565,43.68442564
-8859044.274,5425095.487,356046,GO-20232038794,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,7,2023,September,1,244,Friday    ,7,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1430,100,Assault,Assault,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58214874,43.73870933
-8849875.306,5422374.158,356047,GO-20232039816,2023/09/01 04:00:00+00,2023/08/30 04:00:00+00,2023,September,1,244,Friday    ,9,2023,August,30,242,Wednesday ,20,D31,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2120,220,B&E W'Intent,Break and Enter,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.4997825,43.7210444
-8828769.453,5428226.18,356048,GO-20232041988,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,13,2023,September,1,244,Friday    ,13,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.3101854,43.75902511
-8840548.462,5431711.105,356049,GO-20232045747,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,22,2023,September,1,244,Friday    ,21,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1460,100,Assault Peace Officer,Assault,36,Newtonbrook West,36,Newtonbrook West (36),-79.41599803,43.78163148
-8838938.478,5414077.412,356050,GO-20232045400,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,21,2023,September,1,244,Friday    ,20,D52,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,79,University,79,University (79),-79.4015353,43.66715568
-8836398.61,5410290.678,356051,GO-20232044879,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,19,2023,September,1,244,Friday    ,19,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.37871928,43.64254414
-8842572.97,5413283.694,356052,GO-20232038040,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,3,2023,September,1,244,Friday    ,3,D14,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),-79.4341845,43.66199782
-8858234.147,5429046.69,356053,GO-20232042372,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,14,2023,September,1,244,Friday    ,14,D31,"Gas Station (Self, Full, Attached Convenience)",Commercial,1610,100,Robbery With Weapon,Robbery,21,Humber Summit,21,Humber Summit (21),-79.57487124,43.76434845
-8849470.553,5415628.719,356054,GO-20232042375,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,14,2023,September,1,244,Friday    ,14,D12,Pharmacy,Other,1610,210,Robbery - Business,Robbery,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.49614654,43.67723536
-8850304.518,5419483.231,356055,GO-20232043966,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,17,2023,September,1,244,Friday    ,17,D12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1420,100,Assault With Weapon,Assault,113,Weston,113,Weston (113),-79.50363818,43.70227286
-8838964.984,5412034.032,356056,GO-20232044070,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,18,2023,September,1,244,Friday    ,18,D14,"Open Areas (Lakes, Parks, Rivers)",Outside,1420,100,Assault With Weapon,Assault,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.40177341,43.65387617
-8843615.312,5422024.329,356057,GO-20232038041,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,3,2023,September,1,244,Friday    ,3,D32,"Apartment (Rooming House, Condo)",Apartment,1460,100,Assault Peace Officer,Assault,32,Englemount-Lawrence,32,Englemount-Lawrence (32),-79.44354801,43.71877318
-8847471.043,5428318.257,356058,GO-20232037471,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,0,2023,September,1,244,Friday    ,0,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,27,York University Heights,27,York University Heights (27),-79.47818464,43.75962252
-8831619.852,5426922.634,356059,GO-20232037433,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,0,2023,September,1,244,Friday    ,0,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,149,Parkwoods-O'Connor Hills,45,Parkwoods-Donalda (45),-79.33579097,43.75056694
-8841979.691,5409691.197,356060,GO-20232037303,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,0,2023,September,1,244,Friday    ,0,D14,"Apartment (Rooming House, Condo)",Apartment,1410,100,Aggravated Assault,Assault,85,South Parkdale,85,South Parkdale (85),-79.42885499,43.63864694
-8836439.88,5411984.057,356061,GO-20232040221,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,12,2023,September,1,244,Friday    ,10,D51,Convenience Stores,Commercial,1430,100,Assault,Assault,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37909001,43.65355136
-8836939.14,5411117.397,356062,GO-20232039574,2023/09/01 04:00:00+00,2023/08/25 04:00:00+00,2023,September,1,244,Friday    ,9,2023,August,25,237,Friday    ,20,D52,Ttc Street Car,Transit,1430,100,Assault,Assault,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38357494,43.64791819
-8844723.292,5415383.676,356063,GO-20232041432,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,13,2023,August,31,243,Thursday  ,13,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,92,Corso Italia-Davenport,92,Corso Italia-Davenport (92),-79.45350117,43.6756433
-8832646.324,5414998.689,356064,GO-20232043495,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,16,2023,September,1,244,Friday    ,16,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,Robbery,68,North Riverdale,68,North Riverdale (68),-79.34501192,43.67314192
-8821856.043,5424784.415,356065,GO-20232044058,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,17,2023,September,1,244,Friday    ,17,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1430,100,Assault,Assault,124,Kennedy Park,124,Kennedy Park (124),-79.24808117,43.73669033
6.32778E-09,5.66492E-09,356066,GO-20232039984,2023/09/01 04:00:00+00,2022/01/02 05:00:00+00,2023,September,1,244,Friday    ,10,2022,January,2,2,Sunday    ,20,NSA,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,NSA,NSA,NSA,NSA,0,0
-8835863.622,5412261.656,356067,GO-20239043144,2023/09/01 04:00:00+00,2023/08/19 04:00:00+00,2023,September,1,244,Friday    ,14,2023,August,19,231,Saturday  ,8,D51,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3739134,43.6553556
-8836439.88,5411984.057,356068,GO-20232041322,2023/09/01 04:00:00+00,2023/07/01 04:00:00+00,2023,September,1,244,Friday    ,19,2023,July,1,182,Saturday  ,0,D51,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37909001,43.65355136
-8835863.622,5412261.656,356069,GO-20232042788,2023/09/01 04:00:00+00,2023/08/19 04:00:00+00,2023,September,1,244,Friday    ,15,2023,August,19,231,Saturday  ,8,D51,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3739134,43.6553556
-8839033.963,5410389.704,356070,GO-20232037938,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,2,2023,September,1,244,Friday    ,2,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,Assault,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.40239306,43.64318787
-8849216.072,5428527.357,356071,GO-20232042863,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,15,2023,September,1,244,Friday    ,15,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,Assault,27,York University Heights,27,York University Heights (27),-79.4938605,43.76097915
-8843347.123,5412029.154,356072,GO-20232039764,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,9,2023,September,1,244,Friday    ,9,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,83,Dufferin Grove,83,Dufferin Grove (83),-79.44113883,43.65384446
-8847705.103,5414625.565,356073,GO-20232038097,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,3,2023,September,1,244,Friday    ,3,D12,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2120,200,B&E,Break and Enter,90,Junction Area,90,Junction Area (90),-79.48028724,43.67071752
-8836679.245,5420704.952,356074,GO-20232038059,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,3,2023,September,1,244,Friday    ,3,D53,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,99,Mount Pleasant East,99,Mount Pleasant East (99),-79.38124026,43.71020653
-8817072.672,5429153.018,356075,GO-20232037216,2023/09/01 04:00:00+00,2015/11/01 04:00:00+00,2023,September,1,244,Friday    ,0,2015,November,1,305,Sunday    ,0,D43,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,135,Morningside,135,Morningside (135),-79.20511142,43.76503825
-8843801.302,5412900.301,356076,GO-20232040760,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,11,2023,September,1,244,Friday    ,11,D11,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.44521879,43.65950623
-8832776.216,5416159.744,356077,GO-20232040624,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,11,2023,September,1,244,Friday    ,11,D55,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,67,Playter Estates-Danforth,67,Playter Estates-Danforth (67),-79.34617876,43.68068532
-8848390.994,5426029.542,356078,GO-20232040300,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,10,2023,September,1,244,Friday    ,10,D31,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,1610,190,Robbery - Atm,Robbery,27,York University Heights,27,York University Heights (27),-79.4864487,43.74477134
-8836230.694,5413529.156,356079,GO-20232039445,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,12,2023,August,31,243,Thursday  ,23,D51,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.37721087,43.66359297
-8843615.312,5422024.329,356080,GO-20232038041,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,3,2023,September,1,244,Friday    ,3,D32,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,32,Englemount-Lawrence,32,Englemount-Lawrence (32),-79.44354801,43.71877318
-8850223.651,5419730.039,356081,GO-20232037961,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,3,2023,September,1,244,Friday    ,2,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,28,Rustic,28,Rustic (28),-79.50291174,43.70387568
-8851020.311,5421860.425,356082,GO-20232037915,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,2,2023,September,1,244,Friday    ,2,D31,Universities / Colleges,Educational,1430,100,Assault,Assault,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.51006825,43.71770903
-8850521.892,5419768.02,356083,GO-20232037834,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,2,2023,September,1,244,Friday    ,2,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,113,Weston,113,Weston (113),-79.50559088,43.70412233
-8840548.462,5431711.105,356084,GO-20232045468,2023/09/01 04:00:00+00,2023/08/28 04:00:00+00,2023,September,1,244,Friday    ,21,2023,August,28,240,Monday    ,0,D32,Ttc Subway Station,Transit,1430,100,Assault,Assault,36,Newtonbrook West,36,Newtonbrook West (36),-79.41599803,43.78163148
-8856794.181,5409010.099,356085,GO-20232042440,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,14,2023,September,1,244,Friday    ,14,D22,Pharmacy,Other,1610,210,Robbery - Business,Robbery,12,Markland Wood,12,Markland Wood (12),-79.56193581,43.63421885
-8827718.935,5428559.433,356086,GO-20232038648,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,6,2023,September,1,244,Friday    ,1,D41,"Religious Facilities (Synagogue, Church, Convent, Mosque)",Other,2120,200,B&E,Break and Enter,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.30074843,43.76118726
-8822213.919,5422021.943,356087,GO-20232037512,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,1,2023,September,1,244,Friday    ,0,D41,Convenience Stores,Commercial,2120,220,B&E W'Intent,Break and Enter,123,Cliffcrest,123,Cliffcrest (123),-79.25129603,43.71875769
-8859044.274,5425095.487,356088,GO-20232037330,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,0,2023,September,1,244,Friday    ,0,D23,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58214874,43.73870933
-8835658.05,5420994.933,356089,GO-20232037704,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,1,2023,September,1,244,Friday    ,1,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,56,Leaside-Bennington,56,Leaside-Bennington (56),-79.37206671,43.71208947
-8840501.263,5431422.998,356090,GO-20239042924,2023/09/01 04:00:00+00,2023/08/31 04:00:00+00,2023,September,1,244,Friday    ,10,2023,August,31,243,Thursday  ,18,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,50,Newtonbrook East,50,Newtonbrook East (50),-79.41557404,43.77976288
-8845084.67,5427090.61,356091,GO-20232041279,2023/09/01 04:00:00+00,2023/07/06 04:00:00+00,2023,September,1,244,Friday    ,12,2023,July,6,187,Thursday  ,12,D32,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,34,Bathurst Manor,34,Bathurst Manor (34),-79.45674748,43.75165693
-8850053.787,5422320.204,356092,GO-20232039031,2023/09/01 04:00:00+00,2023/08/30 04:00:00+00,2023,September,1,244,Friday    ,8,2023,August,30,242,Wednesday ,20,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.50138582,43.72069412
-8843347.123,5412029.154,356093,GO-20232039764,2023/09/01 04:00:00+00,2023/09/01 04:00:00+00,2023,September,1,244,Friday    ,9,2023,September,1,244,Friday    ,9,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,83,Dufferin Grove,83,Dufferin Grove (83),-79.44113883,43.65384446
